,RMSE,MAE,R2,MAPE,timestamp
random_forest,29448798.40629848,17156660.999047942,0.16027806943364298,405.2782925338835,2025-12-07 15:47:09
xgboost,28869268.187683873,17214510.0,0.19300305843353271,404.9477378863968,2025-12-07 15:47:09
lightgbm,30468179.421677697,18238650.34519997,0.10113732616316029,379.7705421782913,2025-12-07 15:47:09
